count,occurrences
31399,1
31925,1
32168,1
32185,1
32195,1
32576,1
32588,1
32692,1
32775,1
32969,1
32973,1
33966,1
34478,1
34562,1
35398,1
35809,1
35935,1
36901,1
37409,1
37628,1
37843,1
38991,1
39260,1
39955,1
40223,1
40702,1
41059,1
41588,1
41648,1
42090,1
42091,1
43111,1
43650,1
44005,1
44135,1
44263,1
44292,1
44885,1
45654,1
46809,1
48655,1
49192,1
50808,1
51345,1
53191,1
54346,1
55114,1
55708,1
55737,1
55865,1
55995,1
56350,1
56889,1
57909,1
57910,1
58352,1
58412,1
58941,1
59298,1
59777,1
60045,1
60740,1
61009,1
62157,1
62372,1
62591,1
63099,1
64065,1
64191,1
64602,1
65437,1
65522,1
66034,1
67027,1
67030,1
67225,1
67308,1
67412,1
67424,1
67805,1
67815,1
67832,1
68075,1
68601,1
69520,1
69838,1
70632,1
71172,1
71188,1
71610,1
71650,1
72131,1
72208,1
73114,1
73744,1
74203,1
74352,1
75018,1
75103,1
75153,1
75256,1
75306,1
75572,1
75638,1
75920,1
76451,1
76733,1
77027,1
77765,1
77845,1
78383,1
78514,1
78827,1
79226,1
79285,1
79335,1
79513,1
79639,1
79704,1
80014,1
80069,1
80315,1
80567,1
81152,1
81222,1
81280,1
81382,1
81458,1
81728,1
81754,1
81789,1
81863,1
82441,1
82531,1
82766,1
83089,1
83324,1
83363,1
83946,1
84017,1
84165,1
84390,1
84454,1
84804,1
85042,1
85818,1
85901,1
85911,1
85928,1
86174,1
86406,1
87094,1
87292,1
87544,1
87555,1
87614,1
87665,1
87879,1
88170,1
88342,1
88446,1
88749,1
88872,1
89383,1
89835,1
90407,1
90476,1
90625,1
90749,1
90834,1
90889,1
90976,1
91046,1
91158,1
91163,1
91183,1
91239,1
91387,1
91455,1
91539,1
91636,1
91690,1
91715,1
91801,1
91883,1
92002,1
92004,1
92010,1
92250,1
92292,1
92317,1
92353,1
92355,1
92493,1
92583,1
92630,1
92636,1
92809,1
92944,1
93016,1
93031,1
93034,1
93300,1
93429,1
93455,1
93504,1
93541,1
93603,1
93804,1
94172,1
94184,1
94396,1
94418,1
94476,1
94583,1
94600,1
94615,1
94670,1
94763,1
94779,1
94784,1
94989,1
95045,1
95128,1
95226,1
95339,1
95368,1
95396,1
95609,1
95641,1
95684,1
95855,1
95960,1
96006,1
96019,1
96053,1
96217,1
96339,1
96521,1
96610,1
96615,1
96626,1
96762,1
96942,1
96951,1
96995,1
97012,1
97112,1
97137,1
97176,1
97188,1
97204,1
97270,1
97315,1
97359,1
97419,1
97567,1
97609,1
97644,1
97743,1
97766,1
97772,1
97781,1
97788,1
97795,1
97815,1
97925,1
97943,1
97950,1
97982,1
97986,1
98031,1
98033,1
98061,1
98122,1
98160,1
98220,1
98224,1
98226,1
98285,1
98345,1
98402,1
98414,1
98418,1
98428,1
98441,1
98461,1
98567,1
98580,2
98594,1
98596,1
98601,1
98613,1
98618,1
98636,1
98735,1
98768,1
98782,1
98789,1
98796,2
98800,1
98802,1
98804,1
98808,1
98809,1
98814,1
98819,1
98820,1
98834,1
98857,1
98978,1
98982,1
98996,1
99003,1
99012,1
99024,1
99030,1
99033,1
99034,1
99153,1
99161,1
99171,1
99173,1
99177,1
99184,1
99189,1
99195,1
99197,1
99199,1
99201,1
99202,1
99205,1
99209,1
99210,1
99211,1
99214,1
99216,1
99221,1
99223,2
99225,1
99226,1
99241,1
99249,1
99366,1
99386,1
99387,1
99391,1
99394,2
99395,2
99396,1
99406,2
99416,1
99417,1
99421,2
99433,1
99435,1
99438,1
99461,1
99550,1
99563,1
99564,1
99572,1
99574,1
99584,1
99586,1
99588,4
99589,1
99592,1
99594,1
99595,2
99598,1
99600,1
99601,1
99605,1
99607,1
99610,2
99613,1
99614,1
99615,1
99616,1
99617,2
99620,1
99634,1
99768,1
99770,2
99780,1
99781,1
99782,4
99784,1
99785,1
99786,2
99787,2
99788,1
99789,9
99790,3
99791,2
99792,2
99793,3
99794,3
99795,6
99796,2
99797,4
99798,1
99799,4
99800,4
99801,3
99802,3
99803,3
99804,3
99805,4
99806,4
99807,5
99808,5
99810,2
99811,3
99813,3
99815,3
99816,2
99817,1
99818,1
99819,2
99820,2
99821,2
99823,1
99825,1
99832,1
99997,15
99998,484
99999,9143
