count,occurrences
7102,1
7109,1
7305,1
7391,1
7510,1
7723,1
7767,1
7911,1
7928,1
7979,1
8069,1
8155,1
8159,1
8276,1
8304,1
8329,1
8350,1
8362,1
8407,1
8451,1
8467,1
8496,1
8513,1
8535,1
8647,1
8743,1
9123,1
9322,1
9494,1
9988,1
10073,1
10298,1
10494,1
10512,2
10801,1
10821,1
10922,1
11094,1
11116,1
11177,1
11376,1
11442,1
11656,1
11774,1
11786,1
11890,1
12151,1
12183,1
12196,1
12291,1
12439,1
12568,1
12602,1
12617,1
12718,1
12859,1
12916,1
12961,1
13085,1
13132,1
13176,1
13234,1
13401,1
13659,1
13735,1
13975,1
14285,1
14561,1
14603,1
14633,1
14691,1
14702,1
14878,1
14997,1
15076,1
15922,1
15935,1
16020,1
16101,1
16194,1
16336,1
16367,1
16427,1
16483,1
16541,1
16562,1
16590,1
16720,1
16893,1
17033,1
17174,1
17230,1
17322,1
17335,1
17487,1
17525,1
18168,1
18242,1
18328,1
18811,1
18819,1
18992,1
19027,1
19038,1
19309,1
19364,1
19410,1
19445,1
19497,1
19555,1
19638,1
19706,1
19715,1
19752,1
20152,1
20196,1
20249,1
20494,1
20539,1
20566,1
20649,1
20652,1
20687,1
20703,1
20766,1
21013,1
21042,1
21330,1
21478,1
21556,1
21610,1
21827,1
22220,1
22590,1
23072,1
23389,1
23669,1
23764,1
23913,1
24163,1
24230,1
24241,1
24281,1
24304,1
24323,1
24364,1
24446,1
24502,1
24556,1
24641,1
24713,1
24748,1
25296,1
25432,1
25476,1
25958,1
26022,1
26059,1
26354,1
26686,1
26928,1
27721,1
28170,1
29377,1
29627,1
29705,1
29962,1
29998,1
30075,1
30601,1
30658,1
30735,1
30777,1
30870,1
31236,1
31296,1
31866,1
31894,1
31972,1
32678,1
33092,1
33192,1
33214,1
33263,1
33863,1
34577,1
34920,1
35093,1
35404,1
35512,1
35633,1
35878,1
35908,1
36107,1
36168,1
36506,1
36587,1
36967,1
37228,1
37395,1
37966,1
38553,1
38725,1
38859,1
38901,1
39587,1
39618,1
39664,1
40185,1
40393,1
40447,1
40522,1
40816,1
41029,1
41073,1
41116,1
41157,1
41290,1
41338,1
41360,1
41388,1
41451,1
42036,1
42155,1
42499,1
42545,1
42755,1
42950,1
43089,1
43233,2
43343,1
43360,1
43460,1
43566,1
43659,1
43692,1
44580,1
44586,1
44672,1
45339,1
45345,1
45448,1
45563,1
45654,1
45767,1
45990,1
46237,1
46332,1
46392,1
46765,1
46784,1
47017,1
47330,1
47356,1
47887,1
47945,1
48190,1
48447,1
48456,1
48601,1
48698,1
49503,1
50497,1
51302,1
51398,1
51544,1
51553,1
51810,1
52055,1
52113,1
52644,1
52670,1
52983,1
53216,1
53235,1
53608,1
53668,1
53763,1
54010,1
54233,1
54346,1
54437,1
54552,1
54654,1
54661,1
55328,1
55414,1
55420,1
56308,1
56340,1
56434,1
56539,1
56640,1
56657,1
56767,2
56911,1
57050,1
57245,1
57455,1
57500,1
57845,1
57963,1
58549,1
58612,1
58640,1
58662,1
58710,1
58843,1
58884,1
58927,1
58971,1
59184,1
59478,1
59553,1
59607,1
59815,1
60336,1
60382,1
60413,1
61099,1
61141,1
61275,1
61447,1
62034,1
62605,1
62772,1
63032,1
63413,1
63494,1
63832,1
63893,1
64092,1
64122,1
64367,1
64487,1
64596,1
64907,1
65080,1
65423,1
66137,1
66737,1
66785,1
66808,1
66908,1
67322,1
68028,1
68106,1
68134,1
68704,1
68764,1
69130,1
69223,1
69265,1
69342,1
69398,1
69925,1
70002,1
70038,1
70295,1
70373,1
70622,1
71829,1
72278,1
73072,1
73313,1
73646,1
73941,1
73978,1
74042,1
74523,1
74568,1
74704,1
75252,1
75287,1
75359,1
75444,1
75498,1
75554,1
75636,1
75677,1
75695,1
75719,1
75759,1
75770,1
75837,1
76087,1
76236,1
76331,1
76611,1
76928,1
77410,1
77698,1
77780,1
78173,1
78390,1
78444,1
78521,1
78670,1
78958,1
78987,1
79234,1
79297,1
79313,1
79348,1
79351,1
79434,1
79461,1
79506,1
79750,1
79804,1
79848,1
80248,1
80285,1
80294,1
80362,1
80445,1
80503,1
80555,1
80590,1
80636,1
80691,1
80962,1
80973,1
81008,1
81181,1
81189,1
81672,1
81758,1
81832,1
82475,1
82513,1
82665,1
82678,1
82826,1
82967,1
83107,1
83280,1
83409,1
83438,1
83459,1
83517,1
83573,1
83633,1
83664,1
83806,1
83899,1
83980,1
84065,1
84078,1
84924,1
85003,1
85122,1
85298,1
85309,1
85366,1
85397,1
85439,1
85715,1
86025,1
86265,1
86341,1
86599,1
86766,1
86824,1
86868,1
86915,1
87039,1
87084,1
87141,1
87282,1
87383,1
87398,1
87431,1
87561,1
87709,1
87804,1
87816,1
87849,1
88109,1
88214,1
88226,1
88344,1
88557,1
88624,1
88823,1
88884,1
88906,1
89077,1
89179,1
89198,1
89488,2
89506,1
89702,1
89927,1
90012,1
90506,1
90678,1
90877,1
91257,1
91353,1
91465,1
91487,1
91504,1
91533,1
91549,1
91593,1
91638,1
91650,1
91670,1
91696,1
91724,1
91841,1
91845,1
91931,1
92021,1
92072,1
92089,1
92232,1
92277,1
92490,1
92609,1
92695,1
92891,1
92898,1
93056,1
93085,1
93090,1
93111,1
93260,1
93287,1
93476,1
93525,1
93645,1
93717,1
93747,1
93832,1
93930,1
94109,1
94123,1
94235,1
94256,1
94267,1
94295,1
94384,1
94407,1
94420,1
94447,1
94491,1
94494,1
94503,1
94611,1
94626,1
94649,1
94676,1
94736,1
94821,1
94883,1
94952,1
95047,1
95068,1
95075,1
95140,1
95156,1
95211,1
95230,1
95252,1
95287,1
95310,1
95336,1
95361,1
95385,1
95386,1
95395,1
95428,1
95431,1
95464,1
95465,1
95507,1
95573,1
95606,1
95697,1
95702,1
95729,2
95770,1
95825,1
95889,1
95905,1
95966,1
96025,1
96043,1
96099,1
96100,1
96176,1
96195,1
96228,1
96233,2
96251,1
96289,1
96326,1
96337,1
96439,1
96471,1
96494,1
96516,1
96518,1
96524,1
96529,1
96546,1
96595,1
96680,1
96693,1
96808,1
96819,1
96848,1
96850,1
96864,1
96891,1
96910,1
96922,1
96937,1
97073,1
97107,1
97200,1
97212,1
97261,1
97289,1
97325,1
97331,1
97368,1
97398,1
97450,1
97528,1
97576,1
97580,1
97631,1
97633,1
97637,1
97638,1
97640,1
97644,1
97707,1
97716,1
97763,1
97766,1
97777,1
97821,1
97836,1
97839,1
97848,1
97856,1
97899,1
97904,1
97933,1
97948,1
98023,1
98024,1
98028,1
98046,1
98068,2
98079,1
98082,1
98115,1
98116,1
98131,1
98133,1
98143,1
98164,2
98185,1
98194,1
98208,1
98215,1
98219,1
98234,1
98241,1
98248,1
98277,1
98281,1
98283,1
98312,1
98324,1
98370,1
98395,1
98424,1
98438,1
98479,1
98497,1
98502,1
98511,1
98524,1
98531,1
98570,1
98575,1
98586,1
98594,1
98595,1
98611,1
98648,1
98673,1
98690,1
98695,1
98746,1
98747,1
98764,1
98773,1
98776,1
98813,1
98822,1
98826,1
98828,2
98846,1
98850,1
98855,1
98872,1
98873,1
98877,1
98880,1
98886,1
98887,1
98888,1
98893,1
98904,1
98923,1
98930,1
98947,1
98961,1
98970,1
98991,1
98994,1
98998,1
99002,1
99042,1
99054,1
99064,1
99080,1
99083,1
99093,1
99098,1
99101,1
99110,1
99121,1
99123,1
99170,1
99178,1
99183,1
99198,1
99201,1
99204,1
99208,1
99230,1
99242,1
99270,1
99272,1
99289,1
99291,1
99295,1
99303,1
99308,1
99315,1
99316,1
99317,1
99340,1
99345,1
99360,1
99364,1
99380,1
99383,1
99384,1
99387,1
99394,2
99395,1
99397,1
99398,1
99399,1
99401,1
99404,1
99405,1
99407,1
99408,1
99426,1
99428,1
99433,1
99462,1
99476,2
99479,1
99481,1
99484,1
99485,1
99489,1
99490,1
99491,1
99494,2
99495,1
99501,1
99502,1
99503,1
99506,1
99507,1
99508,2
99513,1
99515,1
99518,1
99529,1
99533,1
99534,1
99571,1
99572,2
99579,1
99586,2
99587,1
99588,1
99592,1
99593,1
99594,3
99595,2
99598,1
99599,1
99600,3
99601,1
99605,3
99608,1
99610,1
99614,1
99619,1
99621,1
99623,1
99624,1
99629,1
99633,1
99640,1
99670,1
99674,1
99675,1
99679,1
99683,2
99685,3
99688,2
99691,1
99693,2
99694,1
99696,2
99697,1
99699,1
99700,1
99703,1
99704,2
99705,2
99707,1
99708,1
99712,1
99713,1
99719,1
99721,1
99722,1
99724,1
99726,2
99764,1
99768,1
99780,1
99782,1
99786,1
99788,2
99789,1
99790,2
99792,2
99793,3
99794,2
99795,1
99796,2
99797,2
99798,2
99801,2
99802,1
99803,3
99804,2
99805,3
99806,5
99807,5
99809,1
99810,1
99812,2
99813,2
99814,1
99815,1
99816,1
99818,2
99819,1
99820,1
99824,1
99827,2
99831,1
99865,1
99870,1
99874,1
99877,1
99880,2
99882,1
99883,2
99884,2
99886,4
99887,1
99888,6
99889,4
99890,4
99891,5
99892,3
99893,5
99894,5
99895,2
99896,4
99897,4
99898,5
99899,11
99900,4
99901,10
99902,10
99903,6
99904,8
99905,9
99906,4
99907,3
99908,4
99909,6
99910,5
99911,6
99912,6
99913,6
99914,4
99915,1
99916,3
99917,2
99919,1
99922,1
99923,1
99997,17
99998,471
99999,9052
