count,occurrences
8877,1
8980,1
9057,1
9068,1
9075,1
9198,1
9226,1
9264,1
9405,1
9617,1
9895,1
10310,1
10374,1
10511,1
10607,1
10676,1
10696,1
10718,1
11099,1
11292,1
11300,1
11960,1
11968,1
12052,1
12341,1
12381,1
12654,1
12984,1
13109,1
13720,1
13790,1
14533,1
14704,1
14770,1
15125,1
15397,1
15919,1
16328,1
16664,1
16916,1
17263,1
17566,1
17725,1
18055,1
18355,1
18875,1
19229,1
19528,1
19599,1
19985,1
20387,1
20404,1
22082,1
22960,1
23054,1
23182,1
23384,1
23634,1
23739,1
24891,1
24961,1
25337,1
26074,1
27025,1
27176,1
27987,1
28924,1
29492,1
29677,1
30300,1
30368,1
32524,1
32533,1
32710,1
33355,1
33797,1
34122,1
34130,1
34755,1
35167,1
35199,1
36248,1
36410,1
36567,1
37422,1
38089,1
38422,1
38620,1
39165,1
39280,1
39991,1
40461,1
40852,1
41256,1
41681,1
41794,1
42371,1
42524,1
42586,1
45091,1
45330,1
45451,1
46060,1
47281,1
47704,1
48122,1
48833,1
51167,1
51878,1
52296,1
52719,1
53940,1
54549,1
54669,1
54909,1
57414,1
57476,1
57629,1
58206,1
58319,1
58744,1
59148,1
59539,1
60009,1
60720,1
60835,1
61380,1
61578,1
61911,1
62578,1
63433,1
63590,1
63751,1
64801,1
64833,1
65245,1
65870,1
65878,1
66203,1
66645,1
67290,1
67467,1
67476,1
69632,1
69700,1
70323,1
70508,1
71076,1
72013,1
72824,1
72975,1
73926,1
74663,1
75039,1
75109,1
76261,1
76366,1
76616,1
76818,1
76946,1
77040,1
77918,1
79596,1
79613,1
80015,1
80401,1
80472,1
80771,1
81125,1
81645,1
81945,1
82275,1
82434,1
82737,1
83084,1
83336,1
83672,1
84081,1
84603,1
84874,1
85230,1
85296,1
85467,1
86210,1
86280,1
86891,1
87016,1
87345,1
87619,1
87659,1
87948,1
88032,1
88040,1
88190,1
88700,1
88708,1
88900,1
89282,1
89304,1
89324,1
89393,1
89626,1
89690,1
90105,1
90383,1
90595,1
90736,1
90774,1
90802,1
90925,1
90932,1
90943,1
91020,1
91123,1
91409,1
91477,1
91514,1
91646,1
91763,1
91961,1
92015,1
92139,1
92274,1
92597,1
92600,1
92680,1
92782,1
92950,1
93022,1
93080,1
93219,1
93373,1
93424,1
93446,1
93584,1
93698,1
93756,1
93870,1
93878,1
93888,1
93986,1
94014,1
94349,1
94423,1
94474,1
94739,1
95088,1
95233,1
95399,1
95497,1
95582,1
95631,1
95697,1
95730,1
95759,1
95801,1
96208,1
96344,1
96394,1
96483,1
96486,1
96509,1
96553,1
96556,1
96582,1
96605,1
96882,1
96886,1
96897,1
96908,1
97010,1
97023,1
97052,1
97099,1
97114,1
97115,1
97190,1
97211,1
97265,1
97343,1
97407,1
97468,1
97517,1
97524,1
97568,1
97574,1
97576,1
97600,1
97734,1
97741,1
97764,1
97765,1
97766,1
97775,1
97796,1
97847,1
97932,1
97950,1
98066,1
98080,1
98130,1
98185,1
98333,1
98362,1
98368,1
98369,1
98370,1
98389,1
98404,1
98442,1
98485,1
98493,1
98511,1
98513,1
98522,1
98537,1
98559,1
98566,1
98575,1
98620,1
98695,1
98696,1
98713,1
98729,1
98736,1
98778,1
98797,1
98862,1
98881,1
98897,1
98904,1
98963,1
98964,1
98975,1
98986,1
98996,1
98999,1
99021,2
99047,1
99082,1
99087,1
99096,1
99105,1
99113,1
99117,1
99119,1
99181,1
99187,2
99190,1
99193,1
99201,1
99213,1
99230,1
99232,1
99240,1
99245,1
99248,1
99267,1
99289,2
99295,1
99296,1
99304,1
99306,1
99318,1
99319,1
99321,1
99361,1
99388,1
99391,1
99396,1
99400,1
99404,1
99405,1
99406,1
99413,1
99418,1
99470,1
99472,1
99473,1
99482,1
99485,1
99488,1
99494,1
99500,1
99504,1
99512,1
99513,1
99516,2
99517,1
99519,1
99575,1
99581,2
99583,1
99586,1
99589,1
99607,1
99609,1
99655,1
99658,1
99667,1
99672,1
99681,2
99684,2
99685,1
99687,1
99690,2
99694,1
99695,1
99697,1
99698,2
99699,1
99700,1
99703,2
99705,1
99706,1
99707,2
99709,1
99710,1
99711,1
99712,2
99713,1
99720,1
99721,1
99726,1
99772,1
99778,1
99784,1
99787,1
99789,1
99790,1
99792,1
99794,1
99795,2
99796,2
99797,2
99798,1
99801,1
99802,3
99803,1
99806,1
99807,1
99811,1
99812,2
99813,1
99814,2
99817,1
99818,2
99819,1
99820,1
99823,2
99877,1
99880,1
99881,2
99883,1
99884,2
99885,1
99886,1
99888,4
99889,2
99890,3
99891,3
99893,6
99894,5
99895,5
99896,5
99897,7
99898,8
99899,6
99900,8
99901,5
99902,9
99903,7
99904,8
99905,2
99906,8
99907,6
99908,7
99909,2
99910,2
99911,2
99912,1
99913,2
99914,1
99915,1
99916,2
99919,2
99921,1
99997,15
99998,399
99999,8131
